Column1,Column2,,,Column3,Column4,Column5,,Column6,Column7,Column8,Column9,,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29
1026,STRING_GOODS_1026,,T_NEWYORK,GOODS_RAMEN,601,짜플,GOODS_EXP,ITEM_RARE_N,100,10000,10000,3,3,2,0,20,0,0,5,0,icon_item_20054_1.png|icon_item_20054_1.png|icon_item_20054_1.png|icon_item_20054_1.png|icon_item_20054_1.png,shop_item_0157_1.png|shop_item_0157_1.png|shop_item_0157_1.png|shop_item_0157_1.png|shop_item_0157_1.png,item_0157_1_f_1.png|item_0157_1_f_1.png|item_0157_1_f_1.png|item_0157_1_f_1.png,item_0157_1_f_1.png|item_0157_1_f_1.png|item_0157_1_f_1.png|item_0157_1_f_1.png,item_0157_1_f_1.png|item_0157_1_f_1.png|item_0157_1_f_1.png|item_0157_1_f_1.png,item_0157_1_f_1.png|item_0157_1_f_1.png|item_0157_1_f_1.png|item_0157_1_f_1.png,item_0157_1_f_1.png|item_0157_1_f_1.png|item_0157_1_f_1.png|item_0157_1_f_1.png,item_0157_1_b_1.png|item_0157_1_b_1.png|item_0157_1_b_1.png|item_0157_1_b_1.png,item_0157_1_b_1.png|item_0157_1_b_1.png|item_0157_1_b_1.png|item_0157_1_b_1.png,item_0157_1_b_1.png|item_0157_1_b_1.png|item_0157_1_b_1.png|item_0157_1_b_1.png,item_0157_1_b_1.png|item_0157_1_b_1.png|item_0157_1_b_1.png|item_0157_1_b_1.png,item_0157_1_b_1.png|item_0157_1_b_1.png|item_0157_1_b_1.png|item_0157_1_b_1.png
1027,STRING_GOODS_1027,,T_BEIJING,GOODS_RAMEN,601,해물볶음우동,GOODS_GOLD,ITEM_RARE_N,100,10000,10000,3,3,2,50,0,0,5,0,0,icon_item_20055_1.png|icon_item_20055_1.png|icon_item_20055_1.png|icon_item_20055_1.png|icon_item_20055_1.png,shop_item_0141_1.png|shop_item_0141_1.png|shop_item_0141_1.png|shop_item_0141_1.png|shop_item_0141_1.png,item_0141_1_f_1.png|item_0141_1_f_1.png|item_0141_1_f_1.png|item_0141_1_f_1.png,item_0141_1_f_1.png|item_0141_1_f_1.png|item_0141_1_f_1.png|item_0141_1_f_1.png,item_0141_1_f_1.png|item_0141_1_f_1.png|item_0141_1_f_1.png|item_0141_1_f_1.png,item_0141_1_f_1.png|item_0141_1_f_1.png|item_0141_1_f_1.png|item_0141_1_f_1.png,item_0141_1_f_1.png|item_0141_1_f_1.png|item_0141_1_f_1.png|item_0141_1_f_1.png,item_0141_1_b_1.png|item_0141_1_b_1.png|item_0141_1_b_1.png|item_0141_1_b_1.png,item_0141_1_b_1.png|item_0141_1_b_1.png|item_0141_1_b_1.png|item_0141_1_b_1.png,item_0141_1_b_1.png|item_0141_1_b_1.png|item_0141_1_b_1.png|item_0141_1_b_1.png,item_0141_1_b_1.png|item_0141_1_b_1.png|item_0141_1_b_1.png|item_0141_1_b_1.png,item_0141_1_b_1.png|item_0141_1_b_1.png|item_0141_1_b_1.png|item_0141_1_b_1.png
1028,STRING_GOODS_1028,STRING_GOODS_second_1028,T_TOKYO,GOODS_RAMEN,601,냉모밀,GOODS_GOLD,ITEM_RARE_N,100,10000,10000,3,3,2,52,0,0,5,0,0,icon_item_20056_1.png|icon_item_20056_1.png|icon_item_20056_1.png|icon_item_20056_1.png|icon_item_20056_1.png,shop_item_0142_1.png|shop_item_0142_1.png|shop_item_0142_1.png|shop_item_0142_1.png|shop_item_0142_1.png,item_0142_1_f_1.png|item_0142_1_f_1.png|item_0142_1_f_1.png|item_0142_1_f_1.png,item_0142_1_f_1.png|item_0142_1_f_1.png|item_0142_1_f_1.png|item_0142_1_f_1.png,item_0142_1_f_1.png|item_0142_1_f_1.png|item_0142_1_f_1.png|item_0142_1_f_1.png,item_0142_1_f_1.png|item_0142_1_f_1.png|item_0142_1_f_1.png|item_0142_1_f_1.png,item_0142_1_f_1.png|item_0142_1_f_1.png|item_0142_1_f_1.png|item_0142_1_f_1.png,item_0142_1_b_1.png|item_0142_1_b_1.png|item_0142_1_b_1.png|item_0142_1_b_1.png,item_0142_1_b_1.png|item_0142_1_b_1.png|item_0142_1_b_1.png|item_0142_1_b_1.png,item_0142_1_b_1.png|item_0142_1_b_1.png|item_0142_1_b_1.png|item_0142_1_b_1.png,item_0142_1_b_1.png|item_0142_1_b_1.png|item_0142_1_b_1.png|item_0142_1_b_1.png,item_0142_1_b_1.png|item_0142_1_b_1.png|item_0142_1_b_1.png|item_0142_1_b_1.png
1029,STRING_GOODS_1029,STRING_GOODS_second_1029,T_SEOUL,GOODS_RAMEN,601,장인라면,GOODS_GOLD,ITEM_RARE_N,100,5000,5000,3,3,1,100,0,0,5,0,0,icon_item_20146_1.png|icon_item_20146_1.png|icon_item_20146_1.png|icon_item_20146_1.png|icon_item_20146_1.png,icon_item_20146_1.png|icon_item_20146_1.png|icon_item_20146_1.png|icon_item_20146_1.png|icon_item_20146_1.png,item_10002_1_f_2.png|item_10002_1_f_1.png|item_10002_1_f_2.png|item_10002_1_f_1.png,item_10002_1_f_1.png|item_10002_1_f_2.png|item_10002_1_f_1.png|item_10002_1_f_2.png,item_10002_1_f_1.png|item_10002_1_f_2.png|item_10002_1_f_1.png|item_10002_1_f_2.png,item_10002_1_f_1.png|item_10002_1_f_2.png|item_10002_1_f_1.png|item_10002_1_f_2.png,item_10002_1_f_1.png|item_10002_1_f_2.png|item_10002_1_f_1.png|item_10002_1_f_2.png,item_10002_1_b_1.png|item_10002_1_b_2.png|item_10002_1_b_1.png|item_10002_1_b_2.png,item_10002_1_b_1.png|item_10002_1_b_2.png|item_10002_1_b_1.png|item_10002_1_b_2.png,item_10002_1_b_1.png|item_10002_1_b_2.png|item_10002_1_b_1.png|item_10002_1_b_2.png,item_10002_1_b_1.png|item_10002_1_b_2.png|item_10002_1_b_1.png|item_10002_1_b_2.png,item_10002_1_b_1.png|item_10002_1_b_2.png|item_10002_1_b_1.png|item_10002_1_b_2.png
10000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,STRING_GOODS_2001,,T_SEOUL,GOODS_OTHER,602,휴지,GOODS_GOLD,ITEM_RARE_N,100,3000,3000,3,3,1,40,0,0,5,0,0,icon_item_20057_1.png|icon_item_20057_1.png|icon_item_20057_1.png|icon_item_20057_1.png|icon_item_20057_1.png,shop_item_0012_1.png|shop_item_0012_1.png|shop_item_0012_1.png|shop_item_0012_1.png|shop_item_0012_1.png,item_0012_1_f_1.png|item_0012_1_f_1.png|item_0012_1_f_3.png|item_0012_1_f_4.png,item_0012_1_f_1.png|item_0012_1_f_1.png|item_0012_1_f_3.png|item_0012_1_f_4.png,item_0012_1_f_1.png|item_0012_1_f_1.png|item_0012_1_f_3.png|item_0012_1_f_4.png,item_0012_1_f_1.png|item_0012_1_f_1.png|item_0012_1_f_3.png|item_0012_1_f_4.png,item_0012_1_f_1.png|item_0012_1_f_1.png|item_0012_1_f_3.png|item_0012_1_f_4.png,item_0012_1_b_1.png|item_0012_1_b_2.png|item_0012_1_b_3.png|item_0012_1_b_4.png,item_0012_1_b_1.png|item_0012_1_b_2.png|item_0012_1_b_3.png|item_0012_1_b_4.png,item_0012_1_b_1.png|item_0012_1_b_2.png|item_0012_1_b_3.png|item_0012_1_b_4.png,item_0012_1_b_1.png|item_0012_1_b_2.png|item_0012_1_b_3.png|item_0012_1_b_4.png,item_0012_1_b_1.png|item_0012_1_b_2.png|item_0012_1_b_3.png|item_0012_1_b_4.png
2002,STRING_GOODS_2002,,T_NEWYORK,GOODS_OTHER,602,샴푸,GOODS_GOLD,ITEM_RARE_N,100,3000,3000,3,3,1,39,0,0,5,0,0,icon_item_20058_1.png|icon_item_20058_1.png|icon_item_20058_1.png|icon_item_20058_1.png|icon_item_20058_1.png,shop_item_0013_2.png|shop_item_0013_2.png|shop_item_0013_2.png|shop_item_0013_2.png|shop_item_0013_2.png,item_0013_2_f_1.png|item_0013_2_f_2.png|item_0013_2_f_3.png|item_0013_2_f_4.png,item_0013_2_f_1.png|item_0013_2_f_2.png|item_0013_2_f_3.png|item_0013_2_f_4.png,item_0013_2_f_1.png|item_0013_2_f_2.png|item_0013_2_f_3.png|item_0013_2_f_4.png,item_0013_2_f_1.png|item_0013_2_f_2.png|item_0013_2_f_3.png|item_0013_2_f_4.png,item_0013_2_f_1.png|item_0013_2_f_2.png|item_0013_2_f_3.png|item_0013_2_f_4.png,item_0013_2_b_1.png|item_0013_2_b_2.png|item_0013_2_b_3.png|item_0013_2_b_4.png,item_0013_2_b_1.png|item_0013_2_b_2.png|item_0013_2_b_3.png|item_0013_2_b_4.png,item_0013_2_b_1.png|item_0013_2_b_2.png|item_0013_2_b_3.png|item_0013_2_b_4.png,item_0013_2_b_1.png|item_0013_2_b_2.png|item_0013_2_b_3.png|item_0013_2_b_4.png,item_0013_2_b_1.png|item_0013_2_b_2.png|item_0013_2_b_3.png|item_0013_2_b_4.png
2003,STRING_GOODS_2003,,T_SEOUL,GOODS_OTHER,602,물뿜는하마,GOODS_GOLD,ITEM_RARE_N,100,5000,5000,3,3,1,45,0,0,5,0,0,icon_item_20059_1.png|icon_item_20059_1.png|icon_item_20059_1.png|icon_item_20059_1.png|icon_item_20059_1.png,shop_item_0023_1.png|shop_item_0023_1.png|shop_item_0023_1.png|shop_item_0023_1.png|shop_item_0023_1.png,item_0023_1_f_1.png|item_0023_1_f_2.png|item_0023_1_f_3.png|item_0023_1_f_4.png,item_0023_1_f_1.png|item_0023_1_f_2.png|item_0023_1_f_3.png|item_0023_1_f_4.png,item_0023_1_f_1.png|item_0023_1_f_2.png|item_0023_1_f_3.png|item_0023_1_f_4.png,item_0023_1_f_1.png|item_0023_1_f_2.png|item_0023_1_f_3.png|item_0023_1_f_4.png,item_0023_1_f_1.png|item_0023_1_f_2.png|item_0023_1_f_3.png|item_0023_1_f_4.png,item_0023_1_b_1.png|item_0023_1_b_2.png|item_0023_1_b_3.png|item_0023_1_b_4.png,item_0023_1_b_1.png|item_0023_1_b_2.png|item_0023_1_b_3.png|item_0023_1_b_4.png,item_0023_1_b_1.png|item_0023_1_b_2.png|item_0023_1_b_3.png|item_0023_1_b_4.png,item_0023_1_b_1.png|item_0023_1_b_2.png|item_0023_1_b_3.png|item_0023_1_b_4.png,item_0023_1_b_1.png|item_0023_1_b_2.png|item_0023_1_b_3.png|item_0023_1_b_4.png
2004,STRING_GOODS_2004,,T_NEWYORK,GOODS_OTHER,602,로션,GOODS_EXP,ITEM_RARE_N,100,4000,4000,3,3,1,0,10,0,0,5,0,icon_item_20060_1.png|icon_item_20060_1.png|icon_item_20060_1.png|icon_item_20060_1.png|icon_item_20060_1.png,shop_item_0033_2.png|shop_item_0033_2.png|shop_item_0033_2.png|shop_item_0033_2.png|shop_item_0033_2.png,item_0033_2_f_1.png|item_0033_2_f_1.png|item_0033_2_f_2.png|item_0033_2_f_2.png,item_0033_2_f_1.png|item_0033_2_f_1.png|item_0033_2_f_2.png|item_0033_2_f_2.png,item_0033_2_f_1.png|item_0033_2_f_1.png|item_0033_2_f_2.png|item_0033_2_f_2.png,item_0033_2_f_1.png|item_0033_2_f_1.png|item_0033_2_f_2.png|item_0033_2_f_2.png,item_0033_2_f_1.png|item_0033_2_f_1.png|item_0033_2_f_2.png|item_0033_2_f_2.png,item_0033_2_b_1.png|item_0033_2_b_1.png|item_0033_2_b_2.png|item_0033_2_b_2.png,item_0033_2_b_1.png|item_0033_2_b_1.png|item_0033_2_b_2.png|item_0033_2_b_2.png,item_0033_2_b_1.png|item_0033_2_b_1.png|item_0033_2_b_2.png|item_0033_2_b_2.png,item_0033_2_b_1.png|item_0033_2_b_1.png|item_0033_2_b_2.png|item_0033_2_b_2.png,item_0033_2_b_1.png|item_0033_2_b_1.png|item_0033_2_b_2.png|item_0033_2_b_2.png
2005,STRING_GOODS_2005,,T_VENEZIA,GOODS_OTHER,602,마스크(머그컵),GOODS_GOLD,ITEM_RARE_N,100,3000,3000,3,3,1,37,0,0,5,0,0,icon_item_20061_1.png|icon_item_20061_1.png|icon_item_20061_1.png|icon_item_20061_1.png|icon_item_20061_1.png,shop_item_0044_2.png|shop_item_0044_2.png|shop_item_0044_2.png|shop_item_0044_2.png|shop_item_0044_2.png,item_0044_2_f_1.png|item_0044_2_f_1.png|item_0044_2_f_2.png|item_0044_2_f_2.png,item_0044_2_f_1.png|item_0044_2_f_1.png|item_0044_2_f_2.png|item_0044_2_f_2.png,item_0044_2_f_1.png|item_0044_2_f_1.png|item_0044_2_f_2.png|item_0044_2_f_2.png,item_0044_2_f_1.png|item_0044_2_f_1.png|item_0044_2_f_2.png|item_0044_2_f_2.png,item_0044_2_f_1.png|item_0044_2_f_1.png|item_0044_2_f_2.png|item_0044_2_f_2.png,item_0044_2_b_1.png|item_0044_2_b_1.png|item_0044_2_b_2.png|item_0044_2_b_2.png,item_0044_2_b_1.png|item_0044_2_b_1.png|item_0044_2_b_2.png|item_0044_2_b_2.png,item_0044_2_b_1.png|item_0044_2_b_1.png|item_0044_2_b_2.png|item_0044_2_b_2.png,item_0044_2_b_1.png|item_0044_2_b_1.png|item_0044_2_b_2.png|item_0044_2_b_2.png,item_0044_2_b_1.png|item_0044_2_b_1.png|item_0044_2_b_2.png|item_0044_2_b_2.png
2006,STRING_GOODS_2006,STRING_GOODS_second_2006,T_SEOUL,GOODS_OTHER,602,5분 카레,GOODS_EXP,ITEM_RARE_N,100,3000,3000,3,3,1,0,10,0,0,5,0,icon_item_20062_1.png|icon_item_20062_1.png|icon_item_20062_1.png|icon_item_20062_1.png|icon_item_20062_1.png,shop_item_0057_2.png|shop_item_0057_2.png|shop_item_0057_2.png|shop_item_0057_2.png|shop_item_0057_2.png,item_0057_2_f_1.png|item_0057_2_f_1.png|item_0057_2_f_2.png|item_0057_2_f_2.png,item_0057_2_f_1.png|item_0057_2_f_1.png|item_0057_2_f_2.png|item_0057_2_f_2.png,item_0057_2_f_1.png|item_0057_2_f_1.png|item_0057_2_f_2.png|item_0057_2_f_2.png,item_0057_2_f_1.png|item_0057_2_f_1.png|item_0057_2_f_2.png|item_0057_2_f_2.png,item_0057_2_f_1.png|item_0057_2_f_1.png|item_0057_2_f_2.png|item_0057_2_f_2.png,item_0057_2_b_1.png|item_0057_2_b_1.png|item_0057_2_b_2.png|item_0057_2_b_2.png,item_0057_2_b_1.png|item_0057_2_b_1.png|item_0057_2_b_2.png|item_0057_2_b_2.png,item_0057_2_b_1.png|item_0057_2_b_1.png|item_0057_2_b_2.png|item_0057_2_b_2.png,item_0057_2_b_1.png|item_0057_2_b_1.png|item_0057_2_b_2.png|item_0057_2_b_2.png,item_0057_2_b_1.png|item_0057_2_b_1.png|item_0057_2_b_2.png|item_0057_2_b_2.png
2007,STRING_GOODS_2007,STRING_GOODS_second_2007,T_VENEZIA,GOODS_OTHER,602,램피카 향수,GOODS_EXP,ITEM_RARE_N,100,3000,3000,3,3,1,0,11,0,0,5,0,icon_item_20063_1.png|icon_item_20063_1.png|icon_item_20063_1.png|icon_item_20063_1.png|icon_item_20063_1.png,shop_item_0153_1.png|shop_item_0153_1.png|shop_item_0153_1.png|shop_item_0153_1.png|shop_item_0153_1.png,item_0153_1_f_1.png|item_0153_1_f_2.png|item_0153_1_f_3.png|item_0153_1_f_4.png,item_0153_1_f_1.png|item_0153_1_f_2.png|item_0153_1_f_3.png|item_0153_1_f_4.png,item_0153_1_f_1.png|item_0153_1_f_2.png|item_0153_1_f_3.png|item_0153_1_f_4.png,item_0153_1_f_1.png|item_0153_1_f_2.png|item_0153_1_f_3.png|item_0153_1_f_4.png,item_0153_1_f_1.png|item_0153_1_f_2.png|item_0153_1_f_3.png|item_0153_1_f_4.png,item_0153_1_b_1.png|item_0153_1_b_2.png|item_0153_1_b_3.png|item_0153_1_b_4.png,item_0153_1_b_1.png|item_0153_1_b_2.png|item_0153_1_b_3.png|item_0153_1_b_4.png,item_0153_1_b_1.png|item_0153_1_b_2.png|item_0153_1_b_3.png|item_0153_1_b_4.png,item_0153_1_b_1.png|item_0153_1_b_2.png|item_0153_1_b_3.png|item_0153_1_b_4.png,item_0153_1_b_1.png|item_0153_1_b_2.png|item_0153_1_b_3.png|item_0153_1_b_4.png
2008,STRING_GOODS_2008,STRING_GOODS_second_2008,T_NEWYORK,GOODS_OTHER,602,바디 워시,GOODS_GOLD,ITEM_RARE_N,100,4000,4000,3,3,1,44,0,0,5,0,0,icon_item_20064_1.png|icon_item_20064_1.png|icon_item_20064_1.png|icon_item_20064_1.png|icon_item_20064_1.png,shop_item_0200_2.png|shop_item_0200_2.png|shop_item_0200_2.png|shop_item_0200_2.png|shop_item_0200_2.png,item_0200_2_f_1.png|item_0200_2_f_1.png|item_0200_2_f_2.png|item_0200_2_f_2.png,item_0200_2_f_1.png|item_0200_2_f_1.png|item_0200_2_f_2.png|item_0200_2_f_2.png,item_0200_2_f_1.png|item_0200_2_f_1.png|item_0200_2_f_2.png|item_0200_2_f_2.png,item_0200_2_f_1.png|item_0200_2_f_1.png|item_0200_2_f_2.png|item_0200_2_f_2.png,item_0200_2_f_1.png|item_0200_2_f_1.png|item_0200_2_f_2.png|item_0200_2_f_2.png,item_0200_2_b_1.png|item_0200_2_b_1.png|item_0200_2_b_2.png|item_0200_2_b_2.png,item_0200_2_b_1.png|item_0200_2_b_1.png|item_0200_2_b_2.png|item_0200_2_b_2.png,item_0200_2_b_1.png|item_0200_2_b_1.png|item_0200_2_b_2.png|item_0200_2_b_2.png,item_0200_2_b_1.png|item_0200_2_b_1.png|item_0200_2_b_2.png|item_0200_2_b_2.png,item_0200_2_b_1.png|item_0200_2_b_1.png|item_0200_2_b_2.png|item_0200_2_b_2.png
2009,STRING_GOODS_2009,STRING_GOODS_second_2009,T_BEIJING,GOODS_OTHER,602,중국잡화,GOODS_GOLD,ITEM_RARE_N,100,10000,10000,3,3,2,50,0,0,5,0,0,icon_item_20065_1.png|icon_item_20065_1.png|icon_item_20065_1.png|icon_item_20065_1.png|icon_item_20065_1.png,shop_item_0190_1.png|shop_item_0190_2.png|shop_item_0190_3.png|shop_item_0190_4.png|shop_item_0190_5.png,item_0190_1_f_1.png|item_0190_1_f_1.png|item_0190_1_f_1.png|item_0190_1_f_1.png,item_0190_2_f_1.png|item_0190_2_f_1.png|item_0190_2_f_1.png|item_0190_2_f_1.png,item_0190_3_f_1.png|item_0190_3_f_1.png|item_0190_3_f_1.png|item_0190_3_f_1.png,item_0190_4_f_1.png|item_0190_4_f_1.png|item_0190_4_f_1.png|item_0190_4_f_1.png,item_0190_5_f_1.png|item_0190_5_f_1.png|item_0190_5_f_1.png|item_0190_5_f_1.png,item_0190_1_b_1.png|item_0190_1_b_1.png|item_0190_1_b_1.png|item_0190_1_b_1.png,item_0190_2_b_1.png|item_0190_2_b_1.png|item_0190_2_b_1.png|item_0190_2_b_1.png,item_0190_3_b_1.png|item_0190_3_b_1.png|item_0190_3_b_1.png|item_0190_3_b_1.png,item_0190_4_b_1.png|item_0190_4_b_1.png|item_0190_4_b_1.png|item_0190_4_b_1.png,item_0190_5_b_1.png|item_0190_5_b_1.png|item_0190_5_b_1.png|item_0190_5_b_1.png
2010,STRING_GOODS_2010,STRING_GOODS_second_2010,T_NEWYORK,GOODS_OTHER,602,이블즈 인형,GOODS_EXP,ITEM_RARE_N,100,4000,4000,3,3,1,0,13,0,0,5,0,icon_item_20066_1.png|icon_item_20066_1.png|icon_item_20066_1.png|icon_item_20066_1.png|icon_item_20066_1.png,shop_item_0179_1.png|shop_item_0179_2.png|shop_item_0179_3.png|shop_item_0179_4.png|shop_item_0179_5.png,item_0179_1_f_1.png|item_0179_1_f_1.png|item_0179_1_f_2.png|item_0179_1_f_2.png,item_0179_2_f_1.png|item_0179_2_f_1.png|item_0179_2_f_2.png|item_0179_2_f_2.png,item_0179_3_f_1.png|item_0179_3_f_1.png|item_0179_3_f_2.png|item_0179_3_f_2.png,item_0179_4_f_1.png|item_0179_4_f_1.png|item_0179_4_f_2.png|item_0179_4_f_2.png,item_0179_5_f_1.png|item_0179_5_f_1.png|item_0179_5_f_2.png|item_0179_5_f_2.png,item_0179_1_b_1.png|item_0179_1_b_1.png|item_0179_1_b_2.png|item_0179_1_b_2.png,item_0179_2_b_1.png|item_0179_2_b_1.png|item_0179_2_b_2.png|item_0179_2_b_2.png,item_0179_3_b_1.png|item_0179_3_b_1.png|item_0179_3_b_2.png|item_0179_3_b_2.png,item_0179_4_b_1.png|item_0179_4_b_1.png|item_0179_4_b_2.png|item_0179_4_b_2.png,item_0179_5_b_1.png|item_0179_5_b_1.png|item_0179_5_b_2.png|item_0179_5_b_2.png
2011,STRING_GOODS_2011,STRING_GOODS_second_2011,T_SEOUL,GOODS_OTHER,602,허니 딸기 잼,GOODS_EXP,ITEM_RARE_N,100,5000,5000,3,3,1,0,13,0,0,5,0,icon_item_20067_1.png|icon_item_20067_1.png|icon_item_20067_1.png|icon_item_20067_1.png|icon_item_20067_1.png,shop_item_1019_1.png|shop_item_1019_2.png|shop_item_1019_3.png|shop_item_1019_4.png|shop_item_1019_5.png,item_1019_1_f_1.png|item_1019_1_f_2.png|item_1019_1_f_3.png|item_1019_1_f_4.png,item_1019_2_f_1.png|item_1019_2_f_2.png|item_1019_2_f_3.png|item_1019_2_f_4.png,item_1019_3_f_1.png|item_1019_3_f_1.png|item_1019_3_f_2.png|item_1019_3_f_2.png,item_1019_4_f_1.png|item_1019_4_f_1.png|item_1019_4_f_2.png|item_1019_4_f_2.png,item_1019_5_f_1.png|item_1019_5_f_1.png|item_1019_5_f_2.png|item_1019_5_f_2.png,item_1019_1_b_1.png|item_1019_1_b_2.png|item_1019_1_b_3.png|item_1019_1_b_4.png,item_1019_2_b_1.png|item_1019_2_b_2.png|item_1019_2_b_3.png|item_1019_2_b_4.png,item_1019_3_b_1.png|item_1019_3_b_1.png|item_1019_3_b_2.png|item_1019_3_b_2.png,item_1019_4_b_1.png|item_1019_4_b_1.png|item_1019_4_b_2.png|item_1019_4_b_2.png,item_1019_5_b_1.png|item_1019_5_b_1.png|item_1019_5_b_2.png|item_1019_5_b_2.png
2012,STRING_GOODS_2012,STRING_GOODS_second_2012,T_TOKYO,GOODS_OTHER,602,딸기 오일,GOODS_GOLD,ITEM_RARE_N,100,3000,3000,3,3,1,37,0,0,5,0,0,icon_item_20068_1.png|icon_item_20068_1.png|icon_item_20068_1.png|icon_item_20068_1.png|icon_item_20068_1.png,shop_item_1013_1.png|shop_item_1013_2.png|shop_item_1013_3.png|shop_item_1013_4.png|shop_item_1013_5.png,item_1013_1_f_1.png|item_1013_1_f_2.png|item_1013_1_f_3.png|item_1013_1_f_4.png,item_1013_2_f_1.png|item_1013_2_f_2.png|item_1013_2_f_3.png|item_1013_2_f_4.png,item_1013_3_f_1.png|item_1013_3_f_2.png|item_1013_3_f_3.png|item_1013_3_f_4.png,item_1013_4_f_1.png|item_1013_4_f_2.png|item_1013_4_f_3.png|item_1013_4_f_4.png,item_1013_5_f_1.png|item_1013_5_f_1.png|item_1013_5_f_1.png|item_1013_5_f_1.png,item_1013_1_b_1.png|item_1013_1_b_2.png|item_1013_1_b_3.png|item_1013_1_b_4.png,item_1013_2_b_1.png|item_1013_2_b_2.png|item_1013_2_b_3.png|item_1013_2_b_4.png,item_1013_3_b_1.png|item_1013_3_b_2.png|item_1013_3_b_3.png|item_1013_3_b_4.png,item_1013_4_b_1.png|item_1013_4_b_2.png|item_1013_4_b_3.png|item_1013_4_b_4.png,item_1013_5_b_1.png|item_1013_5_b_1.png|item_1013_5_b_1.png|item_1013_5_b_1.png
2013,STRING_GOODS_2013,STRING_GOODS_second_2013,T_BEIJING,GOODS_OTHER,602,캔디 곰인형,GOODS_GOLD,ITEM_RARE_N,100,4000,4000,3,3,1,44,0,0,5,0,0,icon_item_20069_1.png|icon_item_20069_1.png|icon_item_20069_1.png|icon_item_20069_1.png|icon_item_20069_1.png,shop_item_0088_1.png|shop_item_0088_1.png|shop_item_0088_1.png|shop_item_0088_1.png|shop_item_0088_1.png,item_0088_1_f_1.png|item_0088_1_f_1.png|item_0088_1_f_2.png|item_0088_1_f_2.png,item_0088_1_f_1.png|item_0088_1_f_1.png|item_0088_1_f_2.png|item_0088_1_f_2.png,item_0088_1_f_1.png|item_0088_1_f_1.png|item_0088_1_f_2.png|item_0088_1_f_2.png,item_0088_1_f_1.png|item_0088_1_f_1.png|item_0088_1_f_2.png|item_0088_1_f_2.png,item_0088_1_f_1.png|item_0088_1_f_1.png|item_0088_1_f_2.png|item_0088_1_f_2.png,item_0088_1_b_1.png|item_0088_1_b_1.png|item_0088_1_b_2.png|item_0088_1_b_2.png,item_0088_1_b_1.png|item_0088_1_b_1.png|item_0088_1_b_2.png|item_0088_1_b_2.png,item_0088_1_b_1.png|item_0088_1_b_1.png|item_0088_1_b_2.png|item_0088_1_b_2.png,item_0088_1_b_1.png|item_0088_1_b_1.png|item_0088_1_b_2.png|item_0088_1_b_2.png,item_0088_1_b_1.png|item_0088_1_b_1.png|item_0088_1_b_2.png|item_0088_1_b_2.png
2014,STRING_GOODS_2014,,T_SEOUL,GOODS_OTHER,602,모니터,GOODS_EXP,ITEM_RARE_N,100,5000,5000,3,3,1,0,16,0,0,5,0,icon_item_20070_1.png|icon_item_20070_1.png|icon_item_20070_1.png|icon_item_20070_1.png|icon_item_20070_1.png,shop_item_0174_1.png|shop_item_0174_2.png|shop_item_0174_3.png|shop_item_0174_3.png|shop_item_0174_3.png,item_0174_1_f_1.png|item_0174_1_f_2.png|item_0174_1_f_3.png|item_0174_1_f_4.png,item_0174_2_f_1.png|item_0174_2_f_1.png|item_0174_2_f_2.png|item_0174_2_f_2.png,item_0174_3_f_1.png|item_0174_3_f_1.png|item_0174_3_f_2.png|item_0174_3_f_2.png,item_0174_3_f_1.png|item_0174_3_f_1.png|item_0174_3_f_2.png|item_0174_3_f_2.png,item_0174_3_f_1.png|item_0174_3_f_1.png|item_0174_3_f_2.png|item_0174_3_f_2.png,item_0174_1_b_1.png|item_0174_1_b_2.png|item_0174_1_b_3.png|item_0174_1_b_4.png,item_0174_2_b_1.png|item_0174_2_b_1.png|item_0174_2_b_2.png|item_0174_2_b_2.png,item_0174_3_b_1.png|item_0174_3_b_1.png|item_0174_3_b_2.png|item_0174_3_b_2.png,item_0174_3_b_1.png|item_0174_3_b_1.png|item_0174_3_b_2.png|item_0174_3_b_2.png,item_0174_3_b_1.png|item_0174_3_b_1.png|item_0174_3_b_2.png|item_0174_3_b_2.png
